id,customerId,productId,transactionDate,quantity,totalAmount
86,44,15,2018-05-29,2,360.0
87,85,26,2018-05-30,7,245.0
88,51,15,2018-05-30,1,180.0
89,36,30,2018-05-30,3,150.0
90,76,27,2018-05-31,6,240.0
91,81,3,2018-05-31,1,55.0
92,53,19,2018-05-31,3,60.0
93,77,29,2018-05-31,1,38.0
94,13,16,2018-05-31,2,240.0
95,21,8,2018-05-31,4,2000.0
96,39,18,2018-06-01,1,50.0
97,59,14,2018-06-01,4,280.0
98,96,14,2018-06-01,3,210.0
99,65,21,2018-06-01,1,15.0
100,97,5,2018-06-02,1,350.0
101,39,22,2018-06-03,1,28.0
102,14,27,2018-06-03,1,40.0
103,60,30,2018-06-04,1,50.0
104,85,12,2018-06-04,2,130.0
105,27,18,2018-06-04,1,50.0
106,69,10,2018-06-04,1,220.0
107,50,28,2018-06-04,1,45.0
108,17,10,2018-06-04,1,220.0
109,20,13,2018-06-05,4,200.0
110,14,28,2018-06-05,1,45.0
111,2,12,2018-06-06,3,195.0
112,97,12,2018-06-06,1,65.0
113,42,8,2018-06-07,1,500.0
114,57,15,2018-06-08,1,180.0
115,80,10,2018-06-08,2,440.0
116,78,15,2018-06-08,1,180.0
117,1,4,2018-06-09,7,840.0
118,75,18,2018-06-10,2,100.0
119,40,20,2018-06-10,4,100.0
120,86,12,2018-06-11,2,130.0
121,69,30,2018-06-11,3,150.0
122,33,25,2018-06-11,2,60.0
123,74,23,2018-06-11,1,15.0
124,50,16,2018-06-12,4,480.0
125,21,11,2018-06-12,1,800.0
126,85,10,2018-06-13,1,220.0
127,67,3,2018-06-13,1,55.0
128,43,22,2018-06-13,3,84.0
129,7,28,2018-06-13,1,45.0
130,40,27,2018-06-13,5,200.0
131,32,15,2018-06-13,2,360.0
132,76,7,2018-06-14,4,1200.0
133,23,6,2018-06-14,1,80.0
134,85,23,2018-06-14,1,15.0
135,90,15,2018-06-14,3,540.0
136,22,3,2018-06-14,1,55.0
137,69,26,2018-06-15,1,35.0
138,66,6,2018-06-15,1,80.0
139,48,30,2018-06-16,1,50.0
140,64,26,2018-06-16,1,35.0
141,88,12,2018-06-16,1,65.0
142,41,19,2018-06-17,2,40.0
143,11,5,2018-06-17,3,1050.0
144,84,21,2018-06-17,6,90.0
145,22,7,2018-06-17,6,1800.0
146,49,2,2018-06-17,1,35.0
147,57,28,2018-06-17,1,45.0
148,23,14,2018-06-18,1,70.0
149,11,11,2018-06-18,3,2400.0
150,75,26,2018-06-18,1,35.0
151,78,26,2018-06-18,1,35.0
152,53,14,2018-06-19,1,70.0
153,27,1,2018-06-19,3,3600.0
154,95,25,2018-06-19,2,60.0
155,6,1,2018-06-19,2,2400.0
156,53,17,2018-06-20,3,120.0
157,70,17,2018-06-20,8,320.0
158,52,18,2018-06-20,2,100.0
159,56,5,2018-06-21,3,1050.0
160,22,24,2018-06-21,1,35.0
161,31,3,2018-06-21,1,55.0
162,4,25,2018-06-22,1,30.0
163,38,28,2018-06-23,1,45.0
164,46,13,2018-06-23,6,300.0
165,71,10,2018-06-23,1,220.0
166,73,19,2018-06-24,1,20.0
167,87,18,2018-06-24,2,100.0
168,8,5,2018-06-24,1,350.0
169,93,7,2018-06-24,1,300.0
170,100,15,2018-06-24,2,360.0
171,62,23,2018-06-24,1,15.0
172,81,23,2018-06-25,1,15.0
173,88,16,2018-06-25,10,1200.0
174,46,11,2018-06-25,2,1600.0
175,8,21,2018-06-26,3,45.0
176,94,19,2018-06-27,4,80.0
177,35,3,2018-06-27,1,55.0
178,72,3,2018-06-28,1,55.0
179,65,2,2018-06-28,3,105.0
180,43,23,2018-06-28,1,15.0
181,67,1,2018-06-28,1,1200.0
182,75,11,2018-06-30,2,1600.0
183,69,14,2018-06-30,1,70.0
184,39,25,2018-06-30,2,60.0
185,16,26,2018-06-30,1,35.0
186,71,26,2018-06-30,1,35.0
187,39,3,2018-06-30,1,55.0
188,81,11,2018-07-01,1,800.0
189,34,21,2018-07-01,1,15.0
190,42,29,2018-07-01,1,38.0
191,85,22,2018-07-01,6,168.0
192,70,17,2018-07-01,1,40.0
193,75,26,2018-07-02,1,35.0
194,64,13,2018-07-02,3,150.0
195,45,30,2018-07-02,2,100.0
196,95,30,2018-07-02,1,50.0
197,84,29,2018-07-03,2,76.0
198,7,3,2018-07-03,1,55.0
199,37,7,2018-07-03,1,300.0
200,3,28,2018-07-03,3,135.0
201,77,1,2018-07-03,1,1200.0
202,65,9,2018-07-03,3,540.0
203,47,30,2018-07-04,1,50.0
204,75,30,2018-07-04,1,50.0
205,44,28,2018-07-04,2,90.0
206,90,22,2018-07-05,1,28.0
207,60,15,2018-07-05,1,180.0
208,67,5,2018-07-05,3,1050.0
209,34,5,2018-07-05,1,350.0
210,73,3,2018-07-05,1,55.0
211,33,26,2018-07-05,1,35.0
212,91,13,2018-07-05,3,150.0
213,54,15,2018-07-06,18,3240.0
214,53,24,2018-07-06,2,70.0
215,11,27,2018-07-06,1,40.0
216,32,12,2018-07-06,1,65.0
217,16,1,2018-07-06,1,1200.0
218,18,30,2018-07-07,1,50.0
219,39,25,2018-07-07,1,30.0
220,41,17,2018-07-07,4,160.0
221,50,24,2018-07-08,11,385.0
222,48,5,2018-07-08,1,350.0
223,68,17,2018-07-08,1,40.0
224,38,5,2018-07-08,1,350.0
225,97,13,2018-07-08,1,50.0
226,94,2,2018-07-09,1,35.0
227,34,5,2018-07-09,1,350.0
228,91,6,2018-07-09,4,320.0
229,10,27,2018-07-10,1,40.0
230,75,1,2018-07-10,1,1200.0
231,64,16,2018-07-11,3,360.0
232,3,12,2018-07-11,1,65.0
233,66,30,2018-07-11,3,150.0
234,50,2,2018-07-11,2,70.0
235,68,14,2018-07-11,2,140.0
236,64,23,2018-07-12,2,30.0
237,50,3,2018-07-12,3,165.0
238,68,9,2018-07-13,2,360.0
239,55,26,2018-07-13,2,70.0
240,85,18,2018-07-13,3,150.0
241,14,18,2018-07-13,1,50.0
242,88,29,2018-07-13,1,38.0
243,12,27,2018-07-14,1,40.0
244,78,14,2018-07-14,2,140.0
245,34,10,2018-07-15,1,220.0
246,29,24,2018-07-16,1,35.0
247,93,21,2018-07-16,2,30.0
248,78,30,2018-07-16,1,50.0
249,98,25,2018-07-17,3,90.0
250,42,16,2018-07-17,13,1560.0
251,87,10,2018-07-17,1,220.0
252,68,23,2018-07-17,1,15.0
253,13,9,2018-07-17,1,180.0
254,40,12,2018-07-18,15,975.0
255,11,6,2018-07-18,1,80.0
256,59,9,2018-07-18,1,180.0
257,17,1,2018-07-19,3,3600.0
258,40,9,2018-07-20,1,180.0
259,80,9,2018-07-20,1,180.0
260,48,17,2018-07-20,2,80.0
261,22,16,2018-07-20,3,360.0
262,78,20,2018-07-20,5,125.0
263,52,13,2018-07-21,1,50.0
264,76,11,2018-07-21,1,800.0
265,68,28,2018-07-21,3,135.0
266,90,23,2018-07-21,1,15.0
267,22,30,2018-07-22,1,50.0
268,70,14,2018-07-22,1,70.0
269,10,22,2018-07-22,1,28.0
270,50,16,2018-07-23,2,240.0
271,32,13,2018-07-23,3,150.0
272,30,6,2018-07-23,1,80.0
273,81,13,2018-07-23,2,100.0
274,32,23,2018-07-24,1,15.0
275,90,15,2018-07-24,2,360.0
276,27,10,2018-07-24,6,1320.0
277,41,29,2018-07-24,1,38.0
278,28,25,2018-07-24,1,30.0
279,28,25,2018-07-25,1,30.0
280,68,19,2018-07-25,5,100.0
281,71,1,2018-07-25,2,2400.0
282,15,24,2018-07-25,1,35.0
283,40,30,2018-07-25,1,50.0
284,34,2,2018-07-27,1,35.0
285,31,23,2018-07-27,2,30.0
286,80,8,2018-07-27,1,500.0
287,88,2,2018-07-27,1,35.0
288,89,3,2018-07-27,1,55.0
289,58,3,2018-07-28,1,55.0
290,38,13,2018-07-28,1,50.0
291,18,6,2018-07-28,2,160.0
292,66,16,2018-07-28,1,120.0
293,15,14,2018-07-29,1,70.0
294,47,28,2018-07-29,1,45.0
295,52,22,2018-07-29,1,28.0
296,6,27,2018-07-29,1,40.0
297,48,28,2018-07-30,3,135.0
298,84,21,2018-07-30,3,45.0
299,46,3,2018-07-31,1,55.0
300,35,8,2018-07-31,3,1500.0
301,79,29,2018-07-31,2,76.0
302,87,16,2018-08-01,1,120.0
303,1,20,2018-08-01,1,25.0
304,71,17,2018-08-01,1,40.0
305,11,12,2018-08-01,1,65.0
306,57,29,2018-08-01,3,114.0
307,89,30,2018-08-02,1,50.0
308,9,20,2018-08-02,1,25.0
309,16,30,2018-08-02,1,50.0
310,40,13,2018-08-02,1,50.0
311,90,19,2018-08-03,1,20.0
312,89,4,2018-08-04,1,120.0
313,5,17,2018-08-04,1,40.0
314,43,10,2018-08-04,1,220.0
315,16,15,2018-08-04,1,180.0
316,42,14,2018-08-04,1,70.0
317,6,29,2018-08-04,1,38.0
318,46,9,2018-08-04,1,180.0
319,71,14,2018-08-04,3,210.0
320,36,4,2018-08-04,2,240.0
321,22,15,2018-08-05,1,180.0
322,88,19,2018-08-05,2,40.0
323,6,7,2018-08-05,1,300.0
324,7,18,2018-08-05,3,150.0
325,96,6,2018-08-05,1,80.0
326,80,23,2018-08-05,1,15.0
327,94,17,2018-08-05,2,80.0
328,10,12,2018-08-06,1,65.0
329,13,27,2018-08-06,1,40.0
330,24,28,2018-08-06,1,45.0
331,21,24,2018-08-06,1,35.0
332,82,25,2018-08-07,2,60.0
333,19,19,2018-08-07,4,80.0
334,41,26,2018-08-08,2,70.0
335,32,19,2018-08-08,2,40.0
336,42,27,2018-08-08,1,40.0
337,61,27,2018-08-09,6,240.0
338,29,27,2018-08-09,1,40.0
339,31,24,2018-08-09,2,70.0
340,41,4,2018-08-09,1,120.0
341,83,20,2018-08-11,2,50.0
342,21,1,2018-08-12,5,6000.0
343,91,20,2018-08-12,2,50.0
344,32,25,2018-08-12,1,30.0
345,92,5,2018-08-12,1,350.0
346,56,1,2018-08-12,3,3600.0
347,43,9,2018-08-12,2,360.0
348,70,22,2018-08-13,2,56.0
349,7,25,2018-08-13,4,120.0
350,45,23,2018-08-14,1,15.0
351,86,17,2018-08-14,2,80.0
352,55,21,2018-08-14,1,15.0
353,19,10,2018-08-15,11,2420.0
354,58,3,2018-08-15,3,165.0
355,2,5,2018-08-15,1,350.0
356,67,27,2018-08-15,4,160.0
357,81,11,2018-08-15,2,1600.0
358,14,26,2018-08-16,1,35.0
359,99,10,2018-08-16,1,220.0
360,4,1,2018-08-16,3,3600.0
361,94,20,2018-08-16,4,100.0
362,72,10,2018-08-16,1,220.0
363,68,26,2018-08-16,1,35.0
364,89,19,2018-08-16,1,20.0
365,49,10,2018-08-16,2,440.0
366,3,22,2018-08-16,3,84.0
367,88,21,2018-08-16,2,30.0
368,60,28,2018-08-16,1,45.0
369,47,18,2018-08-16,1,50.0
370,47,1,2018-08-16,2,2400.0
371,7,9,2018-08-17,2,360.0
372,78,24,2018-08-17,3,105.0
373,49,3,2018-08-17,1,55.0
374,61,24,2018-08-17,3,105.0
375,34,22,2018-08-17,5,140.0
376,54,20,2018-08-18,1,25.0
377,79,22,2018-08-18,1,28.0
378,6,21,2018-08-18,2,30.0
379,91,5,2018-08-18,1,350.0
380,12,2,2018-08-18,1,35.0
381,93,2,2018-08-18,1,35.0
382,20,15,2018-08-19,3,540.0
383,72,18,2018-08-20,1,50.0
384,51,29,2018-08-20,1,38.0
385,99,10,2018-08-20,1,220.0
386,82,14,2018-08-20,2,140.0
387,50,17,2018-08-21,1,40.0
388,45,5,2018-08-22,2,700.0
389,69,12,2018-08-22,1,65.0
390,14,9,2018-08-22,3,540.0
391,69,13,2018-08-23,2,100.0
392,46,11,2018-08-23,2,1600.0
393,53,12,2018-08-23,2,130.0
394,12,3,2018-08-23,2,110.0
395,100,13,2018-08-23,2,100.0
396,56,23,2018-08-23,1,15.0
397,33,26,2018-08-23,3,105.0
398,60,30,2018-08-23,1,50.0
399,16,25,2018-08-24,3,90.0
400,10,9,2018-08-24,5,900.0
401,20,18,2018-08-24,2,100.0
402,15,11,2018-08-25,2,1600.0
403,39,3,2018-08-25,2,110.0
404,10,14,2018-08-25,1,70.0
405,56,2,2018-08-25,1,35.0
406,52,16,2018-08-25,3,360.0
407,11,8,2018-08-25,2,1000.0
408,58,2,2018-08-26,1,35.0
409,1,17,2018-08-26,3,120.0
410,9,13,2018-08-26,1,50.0
411,73,25,2018-08-26,2,60.0
412,62,9,2018-08-27,3,540.0
413,21,28,2018-08-28,8,360.0
414,87,2,2018-08-28,2,70.0
415,77,19,2018-08-28,2,40.0
416,59,20,2018-08-29,1,25.0
417,97,4,2018-08-29,4,480.0
418,39,18,2018-08-29,4,200.0
419,61,17,2018-08-30,5,200.0
420,96,19,2018-08-30,1,20.0
421,61,13,2018-08-30,1,50.0
422,98,18,2018-08-30,2,100.0
423,25,26,2018-08-31,15,525.0
424,64,14,2018-08-31,1,70.0
425,59,2,2018-08-31,2,70.0
426,61,2,2018-08-31,2,70.0
427,35,21,2018-08-31,2,30.0
428,4,6,2018-08-31,1,80.0
429,25,18,2018-08-31,4,200.0
430,22,2,2018-09-01,1,35.0
431,33,27,2018-09-01,2,80.0
432,65,22,2018-09-01,6,168.0
433,3,22,2018-09-02,2,56.0
434,89,6,2018-09-02,1,80.0
435,45,28,2018-09-02,1,45.0
436,42,2,2018-09-03,1,35.0
437,93,15,2018-09-03,10,1800.0
438,30,15,2018-09-03,1,180.0
439,29,27,2018-09-04,1,40.0
440,66,29,2018-09-04,8,304.0
441,72,7,2018-09-04,2,600.0
442,90,12,2018-09-04,1,65.0
443,61,11,2018-09-04,2,1600.0
444,63,16,2018-09-04,2,240.0
445,43,15,2018-09-05,4,720.0
446,29,12,2018-09-05,3,195.0
447,32,12,2018-09-05,3,195.0
448,86,11,2018-09-05,1,800.0
449,21,7,2018-09-06,1,300.0
450,3,1,2018-09-06,4,4800.0
451,86,5,2018-09-07,2,700.0
452,42,18,2018-09-07,3,150.0
453,24,4,2018-09-08,1,120.0
454,70,21,2018-09-08,1,15.0
455,25,28,2018-09-08,2,90.0
456,39,25,2018-09-09,1,30.0
457,31,26,2018-09-09,3,105.0
458,92,3,2018-09-10,1,55.0
459,69,18,2018-09-10,2,100.0
460,94,3,2018-09-10,5,275.0
461,68,21,2018-09-10,4,60.0
462,98,1,2018-09-10,4,4800.0
463,27,26,2018-09-11,6,210.0
464,35,15,2018-09-11,5,900.0
465,87,6,2018-09-11,2,160.0
466,79,4,2018-09-11,2,240.0
467,54,8,2018-09-11,1,500.0
468,27,23,2018-09-12,14,210.0
469,75,14,2018-09-12,3,210.0
470,11,14,2018-09-12,5,350.0
471,94,8,2018-09-12,3,1500.0
472,84,19,2018-09-13,2,40.0
473,29,10,2018-09-13,1,220.0
474,64,2,2018-09-13,5,175.0
475,83,26,2018-09-13,2,70.0
476,56,6,2018-09-14,6,480.0
477,9,3,2018-09-15,2,110.0
478,84,29,2018-09-15,1,38.0
479,36,5,2018-09-16,1,350.0
480,86,25,2018-09-16,1,30.0
481,90,4,2018-09-16,7,840.0
482,81,22,2018-09-17,5,140.0
483,56,6,2018-09-17,1,80.0
484,64,18,2018-09-18,3,150.0
485,98,15,2018-09-19,1,180.0
486,43,17,2018-09-19,4,160.0
487,82,13,2018-09-20,3,150.0
488,53,14,2018-09-20,3,210.0
489,5,29,2018-09-20,4,152.0
490,25,21,2018-09-20,3,45.0
491,74,8,2018-09-22,1,500.0
492,77,16,2018-09-22,15,1800.0
493,80,19,2018-09-22,2,40.0
494,64,9,2018-09-22,2,360.0
495,31,11,2018-09-22,1,800.0
496,94,9,2018-09-23,2,360.0
497,21,22,2018-09-23,1,28.0
498,1,15,2018-09-24,5,900.0
499,44,17,2018-09-25,3,120.0
500,5,28,2018-09-25,4,180.0
501,24,18,2018-09-25,2,100.0
502,73,5,2018-09-25,5,1750.0
503,89,8,2018-09-25,4,2000.0
504,53,13,2018-09-26,1,50.0
505,37,14,2018-09-26,1,70.0
506,34,7,2018-09-26,5,1500.0
507,19,24,2018-09-27,1,35.0
508,19,15,2018-09-27,1,180.0
509,7,10,2018-09-27,5,1100.0
510,60,19,2018-09-27,1,20.0
511,70,7,2018-09-27,8,2400.0
512,20,3,2018-09-28,5,275.0
513,81,26,2018-09-28,2,70.0
514,9,1,2018-09-28,6,7200.0
515,77,13,2018-09-28,2,100.0
516,56,26,2018-09-28,1,35.0
517,9,13,2018-09-29,1,50.0
518,65,10,2018-09-29,4,880.0
519,77,5,2018-09-29,1,350.0
520,55,9,2018-09-30,2,360.0
521,12,26,2018-09-30,1,35.0
522,4,11,2018-09-30,5,4000.0
523,32,2,2018-09-30,3,105.0
524,100,30,2018-09-30,1,50.0
525,45,7,2018-10-01,5,1500.0
526,56,1,2018-10-01,4,4800.0
527,66,8,2018-10-01,1,500.0
528,51,20,2018-10-01,1,25.0
529,51,3,2018-10-01,1,55.0
530,73,18,2018-10-01,10,500.0
531,47,23,2018-10-01,2,30.0
532,49,28,2018-10-02,2,90.0
533,19,24,2018-10-02,4,140.0
534,44,22,2018-10-02,2,56.0
535,89,3,2018-10-02,2,110.0
536,59,21,2018-10-02,1,15.0
537,71,1,2018-10-02,6,7200.0
538,59,1,2018-10-02,4,4800.0
539,14,19,2018-10-03,2,40.0
540,30,27,2018-10-04,1,40.0
541,76,16,2018-10-04,1,120.0
542,67,27,2018-10-04,1,40.0
543,59,15,2018-10-04,2,360.0
544,72,22,2018-10-04,5,140.0
545,67,16,2018-10-04,1,120.0
546,60,30,2018-10-04,1,50.0
547,13,27,2018-10-04,7,280.0
548,48,21,2018-10-04,2,30.0
549,94,27,2018-10-04,1,40.0
550,93,15,2018-10-04,1,180.0
551,20,8,2018-10-05,1,500.0
552,62,23,2018-10-05,4,60.0
553,15,28,2018-10-05,1,45.0
554,36,3,2018-10-05,3,165.0
555,94,18,2018-10-05,1,50.0
556,4,9,2018-10-06,1,180.0
557,91,29,2018-10-06,1,38.0
558,2,11,2018-10-08,1,800.0
559,31,27,2018-10-08,1,40.0
560,88,24,2018-10-09,1,35.0
561,75,16,2018-10-09,5,600.0
562,35,8,2018-10-09,4,2000.0
563,98,30,2018-10-11,4,200.0
564,54,11,2018-10-11,15,12000.0
565,11,21,2018-10-11,20,300.0
566,20,15,2018-10-12,17,3060.0
567,24,29,2018-10-12,5,190.0
568,21,26,2018-10-13,2,70.0
569,60,23,2018-10-13,1,15.0
570,4,5,2018-10-13,7,2450.0
571,76,12,2018-10-13,2,130.0
572,10,30,2018-10-13,1,50.0
573,11,11,2018-10-14,1,800.0
574,66,29,2018-10-14,3,114.0
575,93,26,2018-10-14,3,105.0
576,65,18,2018-10-14,1,50.0
577,55,8,2018-10-15,6,3000.0
578,41,16,2018-10-15,2,240.0
579,63,27,2018-10-15,2,80.0
580,47,15,2018-10-16,4,720.0
581,18,7,2018-10-16,6,1800.0
582,3,11,2018-10-16,3,2400.0
583,94,26,2018-10-16,1,35.0
584,23,11,2018-10-16,1,800.0
585,5,7,2018-10-17,3,900.0
586,67,27,2018-10-17,1,40.0
587,97,29,2018-10-17,4,152.0
588,34,30,2018-10-17,1,50.0
589,73,22,2018-10-17,1,28.0
590,90,19,2018-10-18,4,80.0
591,48,12,2018-10-18,1,65.0
592,90,16,2018-10-18,4,480.0
593,42,16,2018-10-18,1,120.0
594,48,17,2018-10-19,1,40.0
595,80,25,2018-10-19,1,30.0
596,5,19,2018-10-19,4,80.0
597,77,9,2018-10-19,1,180.0
598,59,9,2018-10-19,3,540.0
599,64,28,2018-10-20,4,180.0
600,98,19,2018-10-21,1,20.0
601,73,2,2018-10-21,1,35.0
602,85,15,2018-10-21,1,180.0
603,29,15,2018-10-21,1,180.0
604,74,4,2018-10-21,1,120.0
605,81,5,2018-10-21,1,350.0
606,66,26,2018-10-22,1,35.0
607,82,18,2018-10-22,2,100.0
608,53,24,2018-10-22,1,35.0
609,4,24,2018-10-22,5,175.0
610,34,22,2018-10-22,5,140.0
611,2,15,2018-10-22,1,180.0
612,54,7,2018-10-22,2,600.0
613,61,6,2018-10-22,2,160.0
614,30,18,2018-10-23,3,150.0
615,83,18,2018-10-23,1,50.0
616,64,25,2018-10-23,5,150.0
617,46,6,2018-10-23,1,80.0
618,66,4,2018-10-23,7,840.0
619,93,22,2018-10-24,1,28.0
620,45,10,2018-10-24,2,440.0
621,68,18,2018-10-24,1,50.0
622,20,15,2018-10-24,3,540.0
623,51,7,2018-10-25,1,300.0
624,90,18,2018-10-25,5,250.0
625,76,4,2018-10-26,1,120.0
626,16,5,2018-10-26,2,700.0
627,15,14,2018-10-26,1,70.0
628,36,4,2018-10-26,5,600.0
629,55,28,2018-10-27,1,45.0
630,34,27,2018-10-27,4,160.0
631,15,29,2018-10-28,1,38.0
632,8,17,2018-10-28,7,280.0
633,1,2,2018-10-28,2,70.0
634,48,26,2018-10-29,3,105.0
635,90,30,2018-10-29,1,50.0
636,95,19,2018-10-29,1,20.0
637,48,30,2018-10-29,3,150.0
638,51,26,2018-10-29,1,35.0
639,75,12,2018-10-29,1,65.0
640,67,21,2018-10-29,1,15.0
641,79,16,2018-10-30,4,480.0
642,60,21,2018-10-30,2,30.0
643,57,19,2018-10-30,1,20.0
644,43,9,2018-11-01,5,900.0
645,94,16,2018-11-01,3,360.0
646,12,16,2018-11-01,3,360.0
647,34,24,2018-11-01,7,245.0
648,45,18,2018-11-02,5,250.0
649,3,26,2018-11-02,1,35.0
650,41,1,2018-11-02,5,6000.0
651,19,1,2018-11-02,9,10800.0
652,90,30,2018-11-02,3,150.0
653,58,15,2018-11-03,1,180.0
654,84,21,2018-11-03,1,15.0
655,67,25,2018-11-03,2,60.0
656,39,20,2018-11-04,1,25.0
657,15,18,2018-11-05,1,50.0
658,18,27,2018-11-05,1,40.0
659,42,22,2018-11-05,2,56.0
660,2,8,2018-11-05,6,3000.0
661,39,2,2018-11-05,4,140.0
662,64,24,2018-11-06,1,35.0
663,81,13,2018-11-06,3,150.0
664,58,11,2018-11-07,4,3200.0
665,69,21,2018-11-08,1,15.0
666,98,4,2018-11-08,3,360.0
667,92,13,2018-11-08,4,200.0
668,33,24,2018-11-09,4,140.0
669,69,16,2018-11-09,2,240.0
670,18,30,2018-11-09,3,150.0
671,18,21,2018-11-10,3,45.0
672,52,6,2018-11-10,2,160.0
673,15,23,2018-11-11,14,210.0
674,63,24,2018-11-12,2,70.0
675,14,25,2018-11-12,4,120.0
676,72,23,2018-11-12,2,30.0
677,32,16,2018-11-12,2,240.0
678,45,22,2018-11-13,4,112.0
679,29,11,2018-11-13,2,1600.0
680,77,9,2018-11-13,1,180.0
681,38,9,2018-11-14,9,1620.0
682,42,13,2018-11-14,8,400.0
683,12,22,2018-11-14,3,84.0
684,55,21,2018-11-15,3,45.0
685,56,29,2018-11-16,1,38.0
686,37,15,2018-11-16,26,4680.0
687,51,17,2018-11-16,2,80.0
688,88,19,2018-11-16,5,100.0
689,39,13,2018-11-16,3,150.0
690,97,24,2018-11-16,2,70.0
691,2,18,2018-11-16,7,350.0
692,10,17,2018-11-16,2,80.0
693,50,20,2018-11-16,3,75.0
694,49,2,2018-11-16,1,35.0
695,84,15,2018-11-16,4,720.0
696,31,24,2018-11-17,2,70.0
697,58,14,2018-11-17,6,420.0
698,32,13,2018-11-17,2,100.0
699,75,30,2018-11-17,3,150.0
700,59,28,2018-11-17,9,405.0
701,33,10,2018-11-18,3,660.0
702,7,19,2018-11-18,1,20.0
703,23,9,2018-11-18,3,540.0
704,96,12,2018-11-18,5,325.0
705,81,16,2018-11-19,25,3000.0
706,6,3,2018-11-19,3,165.0
707,20,1,2018-11-20,1,1200.0
708,50,21,2018-11-20,4,60.0
709,35,29,2018-11-20,2,76.0
710,61,14,2018-11-21,1,70.0
711,46,24,2018-11-21,18,630.0
712,1,25,2018-11-21,1,30.0
713,98,2,2018-11-21,2,70.0
714,7,8,2018-11-21,6,3000.0
715,77,21,2018-11-22,1,15.0
716,53,19,2018-11-23,4,80.0
717,81,9,2018-11-23,2,360.0
718,26,7,2018-11-24,16,4800.0
719,53,4,2018-11-24,1,120.0
720,47,1,2018-11-24,1,1200.0
721,96,8,2018-11-25,7,3500.0
722,9,28,2018-11-25,3,135.0
723,92,5,2018-11-25,3,1050.0
724,19,28,2018-11-25,2,90.0
725,23,24,2018-11-26,9,315.0
726,30,15,2018-11-26,2,360.0
727,82,27,2018-11-26,4,160.0
728,64,10,2018-11-26,5,1100.0
729,88,23,2018-11-27,2,30.0
730,48,30,2018-11-28,7,350.0
